MLS#,Address,City,Status,Status Timestamp,Prop Type,Acres,SQFT Total,SQFTAbvGr,Rooms,Beds,Baths,Garage/Park,Built,DOM,Association Amenities,Assessed Value,Driveway Type,Price,Property Tax,Zoning,Handicap Features,Energy Features,HOA Fee Amount,HOA YN,HOA Fee Frequency,Bank Owned or Controlled Property YN,High School,Elementary School,Nearby Amenities,Swimming Pool YN,Direct Waterfront YN,Waterfront Description,Price Change Timestamp,Cooling,Heat Type,Heat Fuel Type,Intermediate School,Exterior Features,Middle Jr High School,Pool Description,Estimated Annual Heat Co,Photo
170616285,2071  Middletown Ave.,North Branford,ACTV,01/13/2024,,1.02,1858,1458,10,3,3/0,"4 Car Garage, Attached Garage, Detached Garage, Other",1955,45,,193800,"Private, Paved",475000,6690,r40,,Thermopane Windows,,No,,No,North Branford,Jerome Harrison,"Commuter Bus, Golf Course, Health Club, Library, Medical Facilities, Public Transportation, Shopping/Mall, Stables/Riding",No,No,Not Applicable,01/23/2024,None,Baseboard,Oil,,"Gutters, Porch-Enclosed",,,,
170626471,"67  Balance Rock Rd. , Unit# 7",Seymour,CS,02/23/2024,CO,,925,925,4,2,1/0,"0 Car Garage, 2 Total Spaces, Driveway, Paved, Parking Lot",1970,,"Basketball Court, Club House, Park, Playground/Tot Lot, Pool, Tennis Courts",69440,,179000,2498,MF,,,407,Yes,Monthly,No,Seymour,Per Board of Ed,"Basketball Court, Commuter Bus, Library, Medical Facilities, Park, Public Pool, Public Rec Facilities, Shopping/Mall",Yes,No,Not Applicable,,"Ceiling Fans, Window Unit",Baseboard,Oil,Per Board of Ed,"Gutters, Sidewalk",Per Board of Ed,"In Ground Pool, Safety Fence",,
170625656,372  Tucker Hill Rd.,Middlebury,NEW,02/23/2024,,3.58,6600,6600,11,6,4/3,"4 Car Garage, Detached Garage",1930,4,,427000,Paved,1789000,13775,R80,,,,No,,No,Per Board of Ed,Per Board of Ed,Tennis Courts,Yes,No,Not Applicable,,Ceiling Fans,Hot Air,Propane,,"Deck, Patio, Stone Wall, Tennis Court",,"In Ground Pool, Heated, Safety Fence",,
170626680,"882 N. Colony Rd. , Unit# 4",Meriden,CS,02/25/2024,CO,,1022,1022,4,2,1/1,"1 Car Garage, Attached Garage",1987,,,81550,,210000,2837,R-1,,,317,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,Central Air,Gas on Gas,Natural Gas,,,,,,
170626467,14  Appletree Ln.,Norwalk,NEW,02/23/2024,,1.04,4257,4257,9,4,3/1,"2 Car Garage, Attached Garage",2022,4,,883260,,1650000,22051,A3,,"Energy Star Rated, Fireplace Insert, Generator, Thermopane Windows",,No,,No,Norwalk,Silvermine,"Basketball Court, Commuter Bus, Golf Course, Health Club, Library, Medical Facilities, Park, Playground/Tot Lot",No,No,,,"Ceiling Fans, Central Air","Gas on Gas, Zoned",,,"Grill, Terrace, Porch, Gutters, Lighting, Patio",West Rocks,,,
170625339,"56  Portland Ave. , Unit# 9",Redding,CS,02/18/2024,CO,,1712,912,6,1,2/0,"0 Car Garage, Off Street Parking",2002,,,227600,,375000,6302,RV,,,281,Yes,Monthly,No,Per Board of Ed,Redding,"Library, Park, Shopping/Mall",No,No,Not Applicable,02/18/2024,Central Air,"Heat Pump, Hot Air",Electric,,"Gutters, Lighting, Sidewalk",,,,
170622444,33  Bald Hill Rd.,Wilton,NEW - UA,02/15/2024,,1.94,4069,3189,10,4,2/1,"2 Car Garage, Attached Garage",1966,12,,533260,"Private, Paved",1150000,15603,R-2,,"Energy Star Rated, Generator, Storm Doors, Storm Windows",,No,,No,Wilton,Miller-Driscoll,,No,No,Not Applicable,,"Central Air, Zoned","Baseboard, Zoned",Oil,Cider Mill,"Patio, Shed, Stone Wall",Middlebrook,,4700,
170626587,"16  Seymour Rd. , Unit# 20A",East Granby,CS,02/25/2024,CO,,1200,1200,5,3,1/1,"0 Car Garage, 2 Total Spaces, Parking Lot",1972,,Pool,71300,,219900,2588,MFDR,,Storm Doors,366,Yes,Monthly,No,East Granby,Per Board of Ed,"Health Club, Library, Medical Facilities, Park",Yes,No,Not Applicable,,None,Baseboard,Electric,,,,"Pool House, In Ground Pool",,
170626430,316  Washington St.,Middletown,NEW,02/23/2024,,0.19,3920,3920,13,9,2/2,"2 Car Garage, 14 Total Spaces, Detached Garage, Driveway, Paved",1800,4,None,174550,"Shared, Paved",1150000,,MXC,"Hallways 36+ Inches Wide, Multiple Entries/Exits",Thermopane Windows,,No,,No,Middletown,Macdonough,"Library, Private School(s), Public Rec Facilities, Public Transportation, Tennis Courts",No,No,Not Applicable,,None,"Baseboard, Radiator","Oil, Propane",Per Board of Ed,"Gutters, Patio, Porch-Wrap Around, Sidewalk",Per Board of Ed,,,
170618490,"50  Pierce St. , Unit# 15",Plainville,CS,02/26/2024,CO,,1096,1096,4,1,1/1,"1 Car Garage, Attached Garage",1989,,Guest Parking,91420,,159900,2872,CC,,,177,Yes,Monthly,No,Plainville,Linden Street,,No,No,Not Applicable,,Ceiling Fans,Baseboard,"Electric, Other",,,Plainville,,,
170624767,"72  Winding Ridge Way. , Unit# 72",Danbury,CS,02/22/2024,CO,,3585,2695,9,3,3/1,"2 Car Garage, Attached Garage, Driveway",2020,,"Basketball Court, Bocci Court, Club House, Exercise Room/Health Club, Playground/Tot Lot, Private Rec Facilities, Pool, Tennis Courts",333900,,895000,7790,PND,,,487,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Golf Course, Lake, Park, Shopping/Mall",Yes,No,Not Applicable,,Central Air,"Hot Air, Zoned",Natural Gas,Per Board of Ed,Patio,Per Board of Ed,"Indoor Pool, In Ground Pool, Lap Pool",,
170617528,Lot 6  Lake Of Isles Rd.,North Stonington,ACTV,01/05/2024,,2.99,1250,1250,6,3,2/0,"2 Car Garage, Under House Garage",2024,53,,0,Shared,465000,0,R80,,"Ridge Vents, Thermopane Windows",,No,,No,Wheeler,North Stonington,Shopping/Mall,No,No,Not Applicable,,Central Air,Hot Air,Propane,,"Deck, Gutters",Wheeler,,,
170624477,"3  Brickyard Rd. , Unit# 17B",Farmington,CS,02/21/2024,CO,,725,725,3,1,1/0,"0 Car Garage, Paved, Parking Lot, Unassigned Parking",1968,,"Guest Parking, Pool",70280,,137500,1701,RA,,Thermopane Windows,324,Yes,Monthly,No,Farmington,Per Board of Ed,"Golf Course, Health Club, Lake, Library, Medical Facilities, Public Transportation, Shopping/Mall, Tennis Courts",Yes,No,Not Applicable,,Wall Unit,Baseboard,Natural Gas,West Woods,,Robbins,In Ground Pool,,
170604696,"3  Applegate Ln. , Unit# 3",Canton,ACTV,10/16/2023,,0,2280,2280,6,3,2/1,"2 Car Garage, Attached Garage",2024,162,,0,Asphalt,669000,0,residential,,"Energy Star Rated, Thermopane Windows",325,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Golf Course, Health Club, Library, Medical Facilities, Park, Playground/Tot Lot, Stables/Riding, Tennis Courts",No,No,Not Applicable,01/05/2024,Central Air,Hot Air,Propane,,"Gutters, Patio, Porch, Sidewalk, Underground Sprinkler, Underground Utilities",,,,
170626713,"297  Sabin St. , Unit# 30",Putnam,CS,02/27/2024,CO,,1811,1671,4,2,2/0,"2 Car Garage, 2 Total Spaces, Attached Garage, Paved, Driveway",2018,,,177600,,369900,5646,R10,,"Energy Star Rated, Programmable Thermostat, Thermopane Windows",275,Yes,Monthly,No,Putnam,Per Board of Ed,"Golf Course, Health Club, Library, Medical Facilities, Park, Private School(s), Public Rec Facilities, Tennis Courts",No,No,,,Central Air,Hot Air,Natural Gas,Per Board of Ed,"Porch-Enclosed, Patio",Per Board of Ed,,,
170625024,25  Elm St.,Old Saybrook,NEW,02/16/2024,,0.33,1427,1427,5,3,1/0,"1 Car Garage, Attached Garage",1957,11,,181600,,599900,3716,B-1,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,02/16/2024,Central Air,Baseboard,Propane,,,,,,
170626390,"173  Russo Ave. , Unit# 610",East Haven,CS,02/26/2024,CO,,1245,1245,5,2,1/0,"0 Car Garage, Parking Lot, Assigned Parking",1988,,,92120,,189000,2874,RA-1,Handicap Parking,,338,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Public Transportation, Shopping/Mall",No,No,Not Applicable,,Wall Unit,Baseboard,Natural Gas,Per Board of Ed,Porch,Per Board of Ed,,,
170616052,14  Sunrise Ridge Ln.,Salisbury,ACTV,01/05/2024,,1.4,1288,1288,5,2,2/1,"2 Car Garage, Attached Garage",1959,53,,115100,Paved,449000,1266,R10,,,,No,,No,Per Board of Ed,Salisbury,,No,Yes,Brook,,None,Baseboard,Oil,,,,,,
170626889,"77  Havemeyer Ln. , Unit# 101",Stamford,CS,02/26/2024,CO,,2525,2525,7,3,3/1,"2 Car Garage, 2 Total Spaces, Attached Garage, Off Street Parking",2013,,,595320,,1289000,15026,residential,,,648,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,Yes,No,Not Applicable,,Central Air,Hot Air,Natural Gas,,,,"Pool House, In Ground Pool, Heated, Safety Fence, Gunite",,
170622207,20  Mountain Spring Rd.,Farmington,ACTV,02/01/2024,,1.84,2560,2560,6,2,2/0,"2 Car Garage, Attached Garage",1974,26,,341670,,598000,8272,R80,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,02/21/2024,"Central Air, Wall Unit","Baseboard, Hot Air, Wall Unit","Electric, Propane",,,,,,
170625707,"29  Bradford Walk. , Unit# 29",Farmington,CS,02/22/2024,CO,,2222,2222,8,3,2/1,"2 Car Garage, Attached Garage",2004,,"Club House, Guest Parking",314440,,539900,7613,RDM,,Thermopane Windows,408,Yes,Monthly,No,Farmington,Per Board of Ed,"Golf Course, Lake, Medical Facilities, Shopping/Mall",No,No,,,Central Air,Hot Air,Natural Gas,,Deck,,,,
170625758,182  Case St.,Norwich,NEW,02/21/2024,,1.56,2488,2488,7,4,3/0,"2 Car Garage, Attached Garage",1966,6,,115500,Asphalt,479900,4834,R40,,,,No,,No,Per Board of Ed,Per Board of Ed,"Park, Playground/Tot Lot, Shopping/Mall",No,No,Not Applicable,02/21/2024,Ductless,"Baseboard, Hot Air","Electric, Oil",,"French Doors, Patio",,,,
170626551,"111  Taft Pt. , Unit# 3",Waterbury,CS,02/24/2024,CO,,1152,1152,4,2,1/1,"1 Car Garage, Under House Garage",2006,,,113470,,229900,6149,RM,,"Storm Doors, Thermopane Windows",250,Yes,Monthly,No,John F. Kennedy,B. W. Tinker,"Golf Course, Health Club, Medical Facilities, Park, Playground/Tot Lot, Private School(s), Shopping/Mall, Walk to Bus Lines",No,No,Not Applicable,,"Ceiling Fans, Central Air",Hot Air,Propane,,,West Side,,,
170619117,16 N. Main St.,Essex,ACTV,01/16/2024,,0.07,1076,1076,5,2,2/0,"2 Car Garage, 2 Total Spaces, Under House Garage",1850,42,,383100,Paved,799000,8654,Residential,,"Storm Doors, Storm Windows",,No,,No,Valley,Essex,"Basketball Court, Library, Park, Playground/Tot Lot",No,No,"View, Walk to Water",01/31/2024,Wall Unit,Radiant,Oil,,"Garden Area, Patio",Winthrop,,,
170625767,"71  River Bend Rd. , Unit# C",Stratford,CS,02/24/2024,CO,,1548,1278,5,2,1/1,"0 Car Garage, 2 Total Spaces, Off Street Parking, Parking Lot, Assigned Parking",1974,,"Basketball Court, Club House, Exercise Room/Health Club, Guest Parking, Playground/Tot Lot, Pool, Tennis Courts",137480,,325000,5527,G-2,,Thermopane Windows,165,Yes,Monthly,No,Bunnell,Chapel Street,"Basketball Court, Golf Course, Health Club, Medical Facilities, Playground/Tot Lot, Shopping/Mall, Tennis Courts",Yes,No,Beach Rights,,"Ceiling Fans, Central Air",Hot Air,Natural Gas,,"Deck, Gutters, Lighting, Sidewalk",Flood,"In Ground Pool, Gunite",,
170618700,69  Lurton St.,New Britain,ACTV,01/14/2024,,0.16,1448,1008,6,3,2/0,"0 Car Garage, 4 Total Spaces, Off Street Parking, On Street Parking",1969,44,None,117180,"Private, Asphalt",210000,4486,S3,,Fireplace Insert,,No,,No,New Britain,Jefferson,"Park, Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,Not Applicable,02/06/2024,None,Baseboard,Natural Gas,,Gutters,Per Board of Ed,,,
170626322,"520  Main St. , Unit# 3",Ridgefield,CS,02/24/2024,CO,,2219,2219,6,2,2/1,"1 Car Garage, Attached Garage, Paved, Parking Lot",1996,,None,517860,,1025000,13366,R-5,,Thermopane Windows,625,Yes,Monthly,No,Ridgefield,Veterans Park,"Library, Medical Facilities, Park, Public Pool, Public Rec Facilities, Shopping/Mall",No,No,Not Applicable,,"Ceiling Fans, Central Air","Hot Air, Zoned",Oil,,"Gutters, Lighting, Patio, Porch, Underground Utilities",East Ridge,,,
170623825,99  Valley View Rd.,Glastonbury,ACTV,02/10/2024,,0.57,1903,1903,8,4,3/1,"2 Car Garage, 2 Total Spaces, Under House Garage",1965,17,,285600,Asphalt,549900,8856,AA,,Thermopane Windows,,No,,No,Glastonbury,Per Board of Ed,"Park, Shopping/Mall",No,No,Not Applicable,02/20/2024,Central Air,Baseboard,Natural Gas,Gideon Welles,"Patio, Porch-Enclosed",Smith,,,
170616373,"329  Strawberry Hill Ave. , Unit# 4",Norwalk,CS,02/27/2024,CO,,1170,1170,4,2,1/1,"0 Car Garage, 2 Total Spaces, None, Paved, Assigned Parking",1983,,,161660,,319000,4036,B,,,300,Yes,Monthly,No,Norwalk,Wolfpit,"Health Club, Library, Medical Facilities, Park, Playground/Tot Lot, Public Transportation, Shopping/Mall",No,No,,,Central Air,Hot Air,Electric,,"Underground Utilities, Sidewalk, Gutters, Lighting, Patio",Nathan Hale,,,
170624397,159  Lalley Blvd.,Fairfield,NEW,02/14/2024,,0.31,3800,3800,9,4,5/1,"2 Car Garage, 6 Total Spaces, Attached Garage, Driveway, Paved",2023,13,,836360,"Private, Paved, Asphalt",2679000,23008,A,,Thermopane Windows,,No,,No,Fairfield Ludlowe,Roger Sherman,"Commuter Bus, Library, Park, Playground/Tot Lot, Private School(s), Public Transportation, Walk to Bus Lines",No,No,"Beach Rights, Walk to Water",,"Central Air, Zoned","Gas on Gas, Hot Air",Natural Gas,,"Balcony, Covered Deck, Deck, Gutters, Porch, Underground Sprinkler, Wrap Around Deck",Roger Ludlowe,,,
170626799,"101  Stoney Way. , Unit# 101",New Fairfield,CS,02/26/2024,CO,,1185,1185,5,1,1/1,"1 Car Garage, Under House Garage",1995,,Guest Parking,140000,,349900,4886,Res Condo,Chair Lift,,265,Yes,Monthly,No,New Fairfield,Consolidated,,No,No,,,Central Air,Hot Air,Propane,Meeting House,Porch,New Fairfield,,,
170618730,233  Post Office Rd.,Enfield,ACTV,01/15/2024,,24.24,1600,1600,1,0,0/0,"6 Car Garage, Barn",1900,43,,68900,,699900,2329,R88,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,Yes,Direct Waterfront,,None,None,Natural Gas,,"Barn, Fruit Trees, Garden Area",,,,
170626616,"367  Main St. , Unit# 30",Old Saybrook,CS,02/26/2024,CO,,1042,1042,5,2,2/0,"1 Car Garage, Attached Garage",1980,,,230400,,539900,4714,A,,,300,Yes,Monthly,No,Old Saybrook,Kathleen E. Goodwin,"Golf Course, Health Club, Library, Medical Facilities",No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,,"Patio, Underground Utilities",,,,
170617330,261  Westport Tpke.,Fairfield,ACTV,01/10/2024,,2.36,1966,1966,7,4,2/0,"2 Car Garage, Detached Garage",1937,48,,388780,Shared,899000,10695,AAA,,,,No,,No,Fairfield Warde,Burr,"Golf Course, Health Club, Library, Medical Facilities, Playground/Tot Lot, Shopping/Mall, Tennis Courts",No,Yes,Beach Rights,02/12/2024,None,Hot Air,Propane,Per Board of Ed,Patio,Per Board of Ed,,,
170625459,"1449  Boston Post Rd. , Unit# 25",Westbrook,CS,02/19/2024,CO,,928,928,3,2,1/0,"0 Car Garage, 1 Total Spaces, Paved, Parking Lot, Assigned Parking",1981,,None,84860,,180000,1809,HDR,,,357,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Library, Walk to Bus Lines",No,No,Not Applicable,,None,Baseboard,Electric,,Deck,,,,
170618279,604  Hollister Ave.,Bridgeport,ACTV,01/10/2024,,0.18,1779,1779,7,3,1/1,"0 Car Garage, Off Street Parking",1920,48,,115630,Private,380000,5024,LI,,,,No,,No,Per Board of Ed,Per Board of Ed,"Commuter Bus, Library, Medical Facilities, Park, Playground/Tot Lot, Public Transportation, Walk to Bus Lines",No,No,Not Applicable,02/06/2024,Window Unit,Hot Air,Natural Gas,,"Garden Area, Gutters, Porch, Shed, Sidewalk",,,,
170623658,"37  Alden St. , Unit# G",Hartford,CS,02/26/2024,CO,,1531,1531,7,3,2/1,"0 Car Garage, None",2005,,,52589,,195000,3626,NX-2,,,305,Yes,Monthly,No,Bulkeley,Per Board of Ed,,No,No,,,Central Air,Hot Air,Natural Gas,,,,,,
170626533,15  Cardinal Dr.,East Hartford,NEW,02/24/2024,,0.23,1030,1030,5,3,1/1,"1 Car Garage, Attached Garage",1958,4,,142970,Private,199900,6082,R-2,,,,No,,Yes,East Hartford,Per Board of Ed,,No,No,Not Applicable,02/24/2024,Central Air,Hot Air,Natural Gas,,Patio,,,,
170625492,"2437  Bedford St. , Unit# C18",Stamford,CS,02/27/2024,CO,,1199,1199,4,2,2/0,"0 Car Garage, None",1984,,"Club House, Pool, Security Services",286090,,469000,7221,R5,,,332.34,Yes,Monthly,No,Westhill,Stillmeadow,"Health Club, Library, Medical Facilities, Private School(s), Public Pool, Public Transportation",Yes,No,,,Central Air,Hot Air,Electric,,Deck,Cloonan,"Heated, Pool House, In Ground Pool",,
170621029,7  Laurelwood (known As Lot 15) Ln.,Vernon,ACTV,01/25/2024,,1.25,2570,2570,8,3,2/1,"2 Car Garage, Attached Garage",2024,33,,3430,Private,790000,136,R-40,,"Programmable Thermostat, Thermopane Windows",,No,,No,Rockville,Center Road,,No,No,Walk to Water,,Central Air,Hot Air,Propane,,"Deck, Gutters, Underground Utilities",,,,
170625872,"157  Leeder Hill Dr. , Unit# 504",Hamden,CS,02/24/2024,CO,,1488,1488,5,2,1/1,"1 Car Garage, Under House Garage",2002,,,119840,,297000,6757,T4,,,311,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Commuter Bus, Public Transportation, Shopping/Mall",No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,,Deck,,,,
170623798,"147  Webster Ln. , Unit# 2-40",Middletown,NEW,02/18/2024,,0,1550,1550,4,2,2/0,"2 Car Garage, Attached Garage, Driveway",2024,9,Guest Parking,198250,Paved,508464,7438,R15,"Hard/Low Nap Floors, Raised Toilet","Ridge Vents, Thermopane Windows",310,Yes,Monthly,No,Middletown,Lawrence,Walk to Bus Lines,No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,,"Gutters, Patio",,,,
170626653,"190  Wooster St. , Unit# 48",New Haven,CS,02/25/2024,CP,,1100,1100,6,3,1/1,"0 Car Garage, 1 Total Spaces, Off Street Parking",1963,,,0,,174000,0,rm2,,,935,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Basketball Court, Library, Medical Facilities, Park, Public Rec Facilities, Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,Not Applicable,,"Ceiling Fans, Window Unit",Baseboard,Electric,Per Board of Ed,"Patio, Porch",,,,
170625780,680 N. Ridgefield Ave.,Bridgeport,NEW,02/20/2024,,0.13,1341,1341,5,2,1/0,"2 Car Garage, Detached Garage",1917,7,,118206,,325000,5136,RC,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,"Ceiling Fans, Central Air",Hot Air,Oil,,,,,,
170619624,"2  Old Town Hwy. , Unit# 27",East Haven,CS,02/26/2024,CO,,1848,1848,5,2,2/1,"1 Car Garage, Detached Garage",1987,,"Club House, Pool",294490,,613500,9188,RA 2,,Thermopane Windows,659,Yes,Monthly,No,East Haven,Per Board of Ed,,Yes,Yes,"Direct Waterfront, L. I. Sound Frontage, Beach, Walk to Water",,Central Air,Hot Air,Natural Gas,,"Balcony, Deck",Joseph Melillo,"In Ground Pool, Heated",,
170617739,16  Grandview Cir.,Mansfield,ACTV,01/08/2024,,0,784,784,3,1,1/0,"0 Car Garage, 3 Total Spaces, Driveway, Paved, Off Street Parking",1990,50,"Club House, Guest Parking, Private Rec Facilities, Pool",36200,Private,134900,1141,RAR90,,,490,Yes,Monthly,No,Region 19 - E. O. Smith,Mansfield Elementary School,"Basketball Court, Golf Course, Health Club, Lake, Medical Facilities, Playground/Tot Lot, Public Pool, Public Rec Facilities",Yes,No,Not Applicable,,Central Air,Hot Air,Propane,Per Board of Ed,"Awnings, Deck, Porch",Mansfield,"Pool House, In Ground Pool",,
170623186,"1  Thistle Holw. , Unit# 1",Avon,CS,02/26/2024,CO,,3520,2220,11,3,3/1,"2 Car Garage, Attached Garage",1999,,"Club House, Elevator, Exercise Room/Health Club, Guest Parking, Pool, Tennis Courts",250740,,700000,8874,RU2A,Bath Grab Bars,"Generator, Programmable Thermostat, Thermopane Windows",482,Yes,Monthly,No,Avon,Pine Grove,"Golf Course, Health Club, Medical Facilities, Private School(s), Public Rec Facilities, Shopping/Mall, Stables/Riding, Tennis Courts",Yes,No,Not Applicable,,Central Air,Hot Air,Natural Gas,Thompson,"Deck, Grill, Gutters, Lighting, Underground Sprinkler, Underground Utilities",Avon,"Indoor Pool, Heated",,
170623572,19 W. Wooster St.,Danbury,ACTV - OUR,02/27/2024,,0.12,2132,1092,8,5,3/0,"0 Car Garage, 5 Total Spaces, Covered Garage",1969,15,,264460,Paved,599000,6170,RM12,,,,No,,No,Danbury,Park Avenue,"Playground/Tot Lot, Walk to Bus Lines",No,No,Not Applicable,,Split System,Baseboard,Gas In Street,,Sidewalk,Rogers Park,,,
170623471,"54  Terra Nova Cir. , Unit# 54",Westport,CS,02/26/2024,CO,,3214,2337,6,3,3/1,"2 Car Garage, 4 Total Spaces, Attached Garage, Paved, Driveway",2004,,"Club House, Guest Parking, Pool, Security Services",734300,,1525000,13474,PRD,,,1070,Yes,Monthly,No,Staples,Kings Highway,"Golf Course, Health Club, Library, Medical Facilities, Public Rec Facilities, Public Transportation, Shopping/Mall, Tennis Courts",Yes,No,,,"Central Air, Zoned",Hot Air,Natural Gas,,"Sidewalk, Deck, Gutters, Garden Area, Lighting, French Doors, Underground Sprinkler, Patio",Coleytown,"Gunite, Pool House, Safety Fence, In Ground Pool",,
170617204,33  Matteo Ct.,Madison,ACTV,01/04/2024,,1.85,2850,2850,7,3,2/1,"2 Car Garage, Attached Garage",2024,56,,0,Paved,949900,0,RU-1,,Fireplace Insert,,No,,No,Daniel Hand,Kathleen H. Ryerson,,No,No,Pond,,Central Air,Hot Air,Propane,,Patio,,,,
170625534,"2  Old Town Hwy. , Unit# 37",East Haven,CS,02/22/2024,CO,,1848,1848,5,2,2/1,"1 Car Garage, Detached Garage",1984,,"Club House, Pool",294490,,585000,9188,RA 2,,Thermopane Windows,659,Yes,Monthly,No,East Haven,Per Board of Ed,,Yes,Yes,"Direct Waterfront, L. I. Sound Frontage, Beach, Walk to Water",,Central Air,Hot Air,Natural Gas,,"Balcony, Deck",,"In Ground Pool, Heated",,
170624772,1887  Main St.,Newington,NEW,02/28/2024,,0.4,1584,1584,7,3,1/1,"2 Car Garage, Detached Garage",1948,1,,145220,,225000,5571,R-12,,Storm Doors,,No,,No,Newington,Per Board of Ed,"Commuter Bus, Golf Course, Health Club",No,No,,,None,Baseboard,Natural Gas,,,,,,
170623278,"8  Weigel Valley Dr. , Unit# 8",Tolland,CS,02/25/2024,CO,,1348,1348,4,2,2/0,"1 Car Garage, 2 Total Spaces, Attached Garage",2005,,,159200,,345000,5943,RDD,,,463,Yes,Monthly,No,Tolland,Per Board of Ed,,No,No,Not Applicable,02/25/2024,Central Air,Hot Air,Propane,,Patio,,,,
170626160,27 N. Maple St.,East Hampton,NEW,02/27/2024,,1.03,2051,2051,8,4,2/1,"2 Car Garage, Attached Garage",1988,1,None,187990,Asphalt,399000,6779,R-1S,,Fireplace Insert,,No,,No,East Hampton,Memorial,"Basketball Court, Health Club, Lake, Library, Park, Public Rec Facilities, Shopping/Mall, Tennis Courts",No,No,Walk to Water,02/23/2024,"Ceiling Fans, Central Air",Hot Air,Oil,,"Porch-Enclosed, Shed, Underground Utilities",,,,
170626751,"62  Rowsley St. , Unit# 5",Bridgeport,CS,02/27/2024,CP,,750,750,4,1,1/0,"0 Car Garage, 1 Total Spaces, None, Parking Lot, On Street Parking",1918,,,0,,170000,0,res,,,554,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Medical Facilities, Public Transportation",No,No,,,Ceiling Fans,Gas on Gas,,,Porch-Enclosed,,,,
170620864,48  Bee Mountain Rd.,New Hartford,ACTV,02/20/2024,,2.18,3008,3008,8,4,2/2,"2 Car Garage, 4 Total Spaces, Attached Garage, Driveway, Paved",2001,32,,295330,"Private, Asphalt",600000,9471,R2,,,,No,,No,Per Board of Ed,Per Board of Ed,"Lake, Medical Facilities, Park, Playground/Tot Lot, Tennis Courts",No,No,Not Applicable,,Central Air,Hot Air,Oil,,"Deck, Garden Area, Gutters, Lighting",,,,
170626764,"156  Georgetown Dr. , Unit# 156",Glastonbury,CS,02/26/2024,CO,,1400,1400,5,3,1/2,"1 Car Garage, 2 Total Spaces, Detached Garage, Parking Lot, Assigned Parking",1986,,Tennis Courts,176200,,339000,5464,PAD,,,395,Yes,Monthly,No,Glastonbury,Buttonball Lane,"Shopping/Mall, Tennis Courts, Walk to Bus Lines",No,No,Pond,,Central Air,Gas on Gas,Natural Gas,Gideon Welles,Deck,Smith,,,
170622406,507  Trinity Pass Rd.,New Canaan,NEW,02/14/2024,,4.44,5974,4690,12,5,6/2,"3 Car Garage, Under House Garage",1969,13,,1433040,Private,2199000,27142,4AC,,,,No,,No,New Canaan,West,,Yes,Yes,Brook,,Central Air,"Baseboard, Radiant",Oil,,"Balcony, Barn, Deck, Shed, Stone Wall, Terrace",Saxe Middle,In Ground Pool,,
170625789,"9  Intown Ter. , Unit# 9",Middletown,CS,02/26/2024,CO,,1640,1400,7,3,2/1,"0 Car Garage, 2 Total Spaces, Paved, Parking Lot, Assigned Parking",1969,,Guest Parking,173770,,309900,6099,M,,"Programmable Thermostat, Storm Doors",335,Yes,Monthly,No,Middletown,Per Board of Ed,"Library, Medical Facilities, Park, Private School(s), Public Transportation, Shopping/Mall",No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,Per Board of Ed,"Deck, Grill, Lighting, Patio, Sidewalk",Woodrow Wilson,,,
170623380,83  Forest Ln.,Wilton,ACTV,02/13/2024,,1.02,6631,5025,10,5,6/1,"3 Car Garage, Attached Garage",2024,14,,368410,Private,2995000,10780,R-2,,"Extra Insulation, Generator, Programmable Thermostat, Thermopane Windows",,No,,No,Wilton,Miller-Driscoll,"Health Club, Library, Medical Facilities, Playground/Tot Lot, Private School(s), Public Transportation, Shopping/Mall, Tennis Courts",No,No,Not Applicable,,"Central Air, Zoned","Hydro Air, Zoned",Propane,Cider Mill,"Lighting, Patio, Porch, Sidewalk, Underground Sprinkler, Underground Utilities",Middlebrook,,,
G10194053,495  Wickham Rd.,Glastonbury,ACTV,01/28/2017,,2.06,2289,2289,7,3,2/1,"2 Car Garage, Attached Garage",2023,2586,,64200,"Asphalt, Gravel",699900,2395,,,"Extra Insulation, Thermopane Windows, Ridge Vents",,No,,No,Glastonbury,PBOE,,No,No,,12/13/2022,Central Air,Hot Air,Propane,Gideon Welles,"Gutters, Patio, Sidewalk, Underground Utilities",,,,
